wavelength ,blue_ex,blue_raw,green_ex,green_raw,lime_ex,lime_raw,red_ex,em_jrgeco_filter_under blue,em_jrgeco_filter_under green,em_jrgeco_filter_under lime,em_jrgeco_filter_under red,em_525_50_under_blue,dv2_shorter_wl_under_white_led,dv2_longer_wl_under_white_led,
178.06,773.82,854.48,796.50,801.54,771.30,902.37,761.21,730.97,761.21,788.94,746.09,763.73,791.46,710.80,
178.44,773.82,854.48,796.50,801.54,771.30,902.37,761.21,730.97,761.21,788.94,746.09,763.73,791.46,710.80,
178.83,725.93,715.84,609.98,720.88,730.97,819.19,738.53,632.66,660.39,667.95,665.43,602.42,625.10,635.19,
179.21,657.87,683.08,675.51,642.75,665.43,829.27,637.71,630.14,675.51,620.06,612.50,599.90,526.80,642.75,
179.59,672.99,635.19,715.84,647.79,665.43,778.86,683.08,625.10,642.75,607.46,637.71,675.51,672.99,549.49,
179.97,652.83,703.24,670.47,685.60,733.49,783.90,612.50,630.14,592.34,609.98,559.57,607.46,554.53,652.83,
180.36,637.71,612.50,683.08,604.94,635.19,700.72,569.65,627.62,592.34,642.75,514.20,597.38,511.68,534.36,
180.74,630.14,688.12,685.60,645.27,655.35,768.78,630.14,607.46,625.10,557.05,617.54,672.99,564.61,546.97,
181.12,678.04,625.10,607.46,617.54,652.83,768.78,632.66,584.77,564.61,604.94,562.09,642.75,609.98,567.13,
181.51,657.87,667.95,672.99,612.50,703.24,728.45,620.06,584.77,554.53,559.57,599.90,592.34,602.42,604.94,
181.89,662.91,592.34,657.87,680.56,680.56,761.21,609.98,587.29,579.73,599.90,665.43,607.46,632.66,584.77,
182.27,615.02,617.54,665.43,625.10,678.04,680.56,662.91,625.10,602.42,567.13,594.86,569.65,572.17,531.84,
182.66,579.73,617.54,635.19,642.75,609.98,698.20,602.42,647.79,577.21,589.82,546.97,597.38,592.34,546.97,
183.04,640.23,622.58,630.14,645.27,703.24,761.21,607.46,577.21,627.62,645.27,604.94,627.62,657.87,531.84,
183.42,607.46,617.54,665.43,645.27,635.19,773.82,615.02,592.34,645.27,630.14,620.06,670.47,635.19,544.44,
183.80,693.16,572.17,640.23,665.43,652.83,778.86,667.95,637.71,655.35,587.29,620.06,557.05,562.09,587.29,
184.19,630.14,567.13,637.71,609.98,667.95,756.17,705.76,635.19,587.29,544.44,620.06,544.44,607.46,526.80,
184.57,617.54,660.39,662.91,632.66,693.16,746.09,688.12,607.46,617.54,599.90,655.35,625.10,615.02,582.25,
184.95,627.62,680.56,642.75,743.57,690.64,748.61,675.51,680.56,637.71,665.43,625.10,741.05,587.29,584.77,
185.34,622.58,650.31,730.97,662.91,672.99,829.27,647.79,655.35,670.47,604.94,625.10,622.58,627.62,592.34,
185.72,675.51,743.57,758.69,723.41,758.69,849.43,710.80,693.16,741.05,662.91,645.27,688.12,713.32,688.12,
186.10,708.28,753.65,725.93,710.80,778.86,834.31,675.51,680.56,678.04,710.80,683.08,632.66,685.60,693.16,
186.48,708.28,730.97,660.39,741.05,763.73,796.50,773.82,655.35,640.23,743.57,720.88,720.88,625.10,630.14,
186.87,748.61,748.61,834.31,819.19,741.05,854.48,786.42,705.76,728.45,778.86,728.45,738.53,678.04,688.12,
187.25,839.35,857.00,877.16,882.20,894.80,1086.37,836.83,814.15,743.57,801.54,791.46,811.63,788.94,816.67,
187.63,786.42,761.21,793.98,841.87,804.06,927.57,672.99,736.01,736.01,708.28,688.12,678.04,683.08,625.10,
188.01,700.72,725.93,751.13,771.30,788.94,851.96,763.73,758.69,786.42,756.17,718.36,738.53,718.36,650.31,
188.40,710.80,700.72,793.98,768.78,763.73,942.70,801.54,728.45,715.84,705.76,741.05,728.45,720.88,678.04,
188.78,713.32,748.61,801.54,771.30,758.69,859.52,743.57,786.42,799.02,690.64,645.27,736.01,700.72,730.97,
189.16,783.90,773.82,821.71,816.67,862.04,912.45,758.69,799.02,713.32,756.17,748.61,786.42,748.61,781.38,
189.54,708.28,796.50,849.43,761.21,771.30,902.37,804.06,793.98,725.93,763.73,846.91,801.54,710.80,733.49,
189.92,730.97,733.49,771.30,786.42,809.11,947.74,801.54,708.28,811.63,758.69,771.30,819.19,718.36,690.64,
190.31,776.34,773.82,859.52,821.71,844.39,935.13,884.72,758.69,725.93,741.05,743.57,776.34,761.21,695.68,
190.69,793.98,849.43,801.54,773.82,841.87,912.45,884.72,730.97,748.61,821.71,778.86,839.35,698.20,700.72,
191.07,849.43,788.94,783.90,811.63,781.38,902.37,826.75,738.53,751.13,743.57,783.90,821.71,723.41,821.71,
191.45,851.96,793.98,841.87,766.26,816.67,960.34,826.75,799.02,761.21,826.75,783.90,804.06,725.93,796.50,
191.83,826.75,761.21,773.82,831.79,824.23,960.34,778.86,793.98,799.02,826.75,854.48,773.82,725.93,809.11,
192.22,927.57,809.11,826.75,811.63,811.63,920.01,829.27,778.86,725.93,809.11,806.58,748.61,783.90,809.11,
192.60,819.19,839.35,892.28,887.24,834.31,897.33,824.23,778.86,811.63,814.15,806.58,783.90,748.61,723.41,
192.98,834.31,882.20,839.35,829.27,884.72,980.50,799.02,854.48,854.48,738.53,791.46,753.65,728.45,793.98,
193.36,839.35,937.65,877.16,844.39,912.45,970.42,846.91,824.23,829.27,771.30,799.02,793.98,796.50,781.38,
193.74,844.39,892.28,879.68,920.01,854.48,977.98,819.19,788.94,821.71,743.57,776.34,819.19,703.24,824.23,
194.13,824.23,826.75,909.93,824.23,859.52,957.82,791.46,849.43,781.38,791.46,829.27,783.90,771.30,816.67,
194.51,841.87,829.27,844.39,882.20,902.37,1000.67,854.48,806.58,821.71,814.15,824.23,824.23,791.46,791.46,
194.89,887.24,783.90,826.75,851.96,917.49,1020.83,834.31,806.58,824.23,799.02,857.00,809.11,864.56,748.61,
195.27,814.15,864.56,877.16,793.98,846.91,960.34,859.52,793.98,831.79,801.54,804.06,796.50,786.42,763.73,
195.65,829.27,809.11,804.06,801.54,877.16,972.94,829.27,844.39,766.26,836.83,776.34,809.11,773.82,809.11,
196.04,859.52,841.87,872.12,877.16,909.93,985.55,889.76,725.93,854.48,836.83,766.26,768.78,889.76,814.15,
196.42,834.31,867.08,814.15,786.42,844.39,927.57,839.35,834.31,851.96,771.30,872.12,781.38,733.49,801.54,
196.80,862.04,819.19,819.19,806.58,867.08,932.61,849.43,851.96,846.91,826.75,826.75,829.27,728.45,851.96,
197.18,864.56,894.80,819.19,879.68,899.85,990.59,831.79,839.35,814.15,834.31,809.11,859.52,814.15,801.54,
197.56,874.64,806.58,819.19,859.52,864.56,993.11,841.87,736.01,879.68,819.19,844.39,824.23,788.94,768.78,
197.94,917.49,786.42,844.39,799.02,864.56,882.20,859.52,801.54,851.96,857.00,869.60,862.04,834.31,816.67,
198.32,824.23,824.23,839.35,836.83,884.72,904.89,829.27,831.79,756.17,834.31,857.00,788.94,799.02,846.91,
198.71,872.12,884.72,839.35,829.27,932.61,930.09,793.98,768.78,799.02,806.58,761.21,771.30,778.86,819.19,
199.09,839.35,809.11,897.33,814.15,879.68,965.38,821.71,821.71,826.75,796.50,771.30,857.00,733.49,748.61,
199.47,781.38,826.75,839.35,857.00,879.68,952.78,801.54,829.27,854.48,776.34,857.00,801.54,720.88,793.98,
199.85,829.27,862.04,877.16,834.31,884.72,967.90,889.76,844.39,806.58,884.72,806.58,799.02,839.35,763.73,
200.23,839.35,783.90,824.23,882.20,851.96,1043.52,867.08,799.02,781.38,728.45,819.19,773.82,778.86,788.94,
200.61,824.23,831.79,826.75,814.15,930.09,993.11,864.56,839.35,804.06,841.87,758.69,791.46,753.65,781.38,
200.99,849.43,799.02,920.01,862.04,846.91,1005.71,766.26,826.75,809.11,778.86,829.27,788.94,771.30,778.86,
201.37,854.48,816.67,867.08,862.04,889.76,1068.72,796.50,758.69,799.02,801.54,829.27,857.00,771.30,751.13,
201.76,826.75,834.31,899.85,814.15,834.31,967.90,854.48,799.02,814.15,854.48,841.87,766.26,725.93,799.02,
202.14,826.75,791.46,776.34,776.34,859.52,1003.19,892.28,826.75,753.65,786.42,839.35,741.05,763.73,786.42,
202.52,821.71,869.60,877.16,821.71,851.96,1028.40,796.50,751.13,849.43,743.57,766.26,841.87,766.26,761.21,
202.90,869.60,796.50,836.83,834.31,930.09,1005.71,839.35,799.02,889.76,793.98,826.75,831.79,738.53,788.94,
203.28,872.12,814.15,809.11,844.39,826.75,920.01,783.90,786.42,851.96,783.90,804.06,844.39,766.26,728.45,
203.66,834.31,884.72,869.60,899.85,887.24,965.38,743.57,778.86,836.83,703.24,783.90,814.15,834.31,806.58,
204.04,819.19,804.06,851.96,824.23,932.61,972.94,819.19,821.71,811.63,733.49,756.17,796.50,806.58,741.05,
204.42,862.04,854.48,829.27,834.31,814.15,960.34,819.19,768.78,766.26,778.86,778.86,788.94,786.42,778.86,
204.80,806.58,804.06,857.00,869.60,819.19,950.26,814.15,846.91,809.11,834.31,710.80,743.57,730.97,657.87,
205.18,841.87,824.23,824.23,839.35,854.48,925.05,809.11,753.65,708.28,730.97,846.91,786.42,763.73,713.32,
205.57,846.91,826.75,846.91,834.31,867.08,967.90,816.67,773.82,776.34,698.20,829.27,839.35,796.50,768.78,
205.95,791.46,894.80,844.39,806.58,791.46,927.57,799.02,791.46,814.15,809.11,854.48,809.11,819.19,786.42,
206.33,791.46,758.69,909.93,834.31,857.00,932.61,864.56,786.42,793.98,806.58,763.73,799.02,824.23,741.05,
206.71,811.63,809.11,884.72,829.27,839.35,993.11,811.63,738.53,771.30,826.75,819.19,793.98,806.58,793.98,
207.09,826.75,796.50,851.96,854.48,854.48,972.94,809.11,791.46,718.36,816.67,730.97,771.30,705.76,753.65,
207.47,836.83,799.02,846.91,894.80,932.61,945.22,776.34,786.42,756.17,801.54,816.67,781.38,834.31,788.94,
207.85,831.79,796.50,793.98,718.36,768.78,972.94,768.78,809.11,773.82,771.30,819.19,766.26,730.97,741.05,
208.23,773.82,831.79,801.54,826.75,884.72,889.76,781.38,758.69,733.49,801.54,804.06,773.82,778.86,700.72,
208.61,821.71,766.26,831.79,761.21,862.04,937.65,809.11,773.82,809.11,771.30,841.87,804.06,763.73,756.17,
208.99,839.35,826.75,859.52,773.82,874.64,927.57,758.69,771.30,821.71,771.30,700.72,839.35,824.23,703.24,
209.37,829.27,748.61,806.58,839.35,806.58,985.55,851.96,738.53,741.05,733.49,751.13,748.61,758.69,683.08,
209.75,829.27,791.46,811.63,831.79,758.69,925.05,829.27,793.98,758.69,791.46,698.20,831.79,768.78,723.41,
210.13,791.46,771.30,872.12,892.28,793.98,957.82,872.12,826.75,751.13,844.39,670.47,846.91,748.61,713.32,
210.51,778.86,799.02,811.63,879.68,799.02,889.76,864.56,801.54,756.17,788.94,746.09,819.19,763.73,741.05,
210.89,821.71,743.57,907.41,874.64,862.04,970.42,786.42,776.34,773.82,799.02,771.30,781.38,766.26,829.27,
211.27,809.11,776.34,907.41,834.31,801.54,930.09,872.12,746.09,763.73,793.98,768.78,804.06,708.28,804.06,
211.65,814.15,862.04,877.16,799.02,824.23,1043.52,781.38,761.21,887.24,715.84,791.46,801.54,799.02,708.28,
212.03,836.83,771.30,897.33,796.50,776.34,990.59,829.27,783.90,809.11,710.80,788.94,799.02,776.34,809.11,
212.41,821.71,846.91,854.48,826.75,778.86,930.09,897.33,748.61,773.82,771.30,781.38,675.51,834.31,766.26,
212.79,824.23,811.63,839.35,904.89,872.12,922.53,831.79,849.43,859.52,730.97,730.97,791.46,743.57,773.82,
213.17,826.75,796.50,834.31,799.02,819.19,962.86,874.64,763.73,839.35,799.02,804.06,806.58,758.69,771.30,
213.55,738.53,849.43,809.11,834.31,869.60,985.55,917.49,758.69,809.11,902.37,758.69,778.86,776.34,783.90,
213.93,824.23,846.91,836.83,864.56,841.87,988.07,862.04,758.69,730.97,733.49,791.46,841.87,741.05,728.45,
214.31,839.35,738.53,884.72,889.76,857.00,947.74,776.34,816.67,768.78,766.26,806.58,819.19,756.17,693.16,
214.69,786.42,801.54,869.60,783.90,839.35,980.50,771.30,874.64,776.34,781.38,763.73,809.11,748.61,683.08,
215.07,761.21,758.69,862.04,851.96,799.02,980.50,831.79,768.78,788.94,821.71,821.71,809.11,799.02,816.67,
215.45,811.63,816.67,773.82,829.27,884.72,904.89,809.11,720.88,793.98,844.39,781.38,814.15,804.06,705.76,
215.83,879.68,814.15,844.39,796.50,867.08,920.01,791.46,698.20,743.57,756.17,751.13,781.38,786.42,743.57,
216.21,809.11,857.00,897.33,839.35,887.24,1013.27,887.24,756.17,710.80,834.31,753.65,761.21,834.31,809.11,
216.59,778.86,831.79,841.87,867.08,872.12,950.26,814.15,778.86,725.93,804.06,834.31,766.26,778.86,763.73,
216.97,819.19,814.15,859.52,811.63,841.87,993.11,854.48,771.30,839.35,839.35,768.78,761.21,723.41,771.30,
217.35,761.21,824.23,819.19,846.91,879.68,947.74,851.96,723.41,809.11,788.94,741.05,776.34,768.78,751.13,
217.73,799.02,829.27,884.72,857.00,887.24,957.82,854.48,819.19,811.63,741.05,751.13,824.23,776.34,756.17,
218.11,791.46,786.42,796.50,806.58,831.79,947.74,768.78,788.94,859.52,793.98,854.48,831.79,766.26,811.63,
218.49,791.46,811.63,758.69,867.08,751.13,950.26,806.58,771.30,796.50,778.86,834.31,766.26,733.49,748.61,
218.87,841.87,804.06,854.48,796.50,867.08,912.45,894.80,776.34,793.98,778.86,763.73,806.58,700.72,723.41,
219.25,851.96,849.43,806.58,824.23,857.00,1038.48,814.15,882.20,768.78,849.43,771.30,778.86,746.09,720.88,
219.63,793.98,816.67,859.52,857.00,851.96,914.97,799.02,776.34,723.41,829.27,733.49,761.21,791.46,771.30,
220.01,846.91,793.98,897.33,869.60,826.75,993.11,864.56,831.79,814.15,811.63,801.54,793.98,776.34,756.17,
220.39,836.83,816.67,904.89,907.41,831.79,957.82,814.15,846.91,713.32,741.05,751.13,743.57,753.65,746.09,
220.77,788.94,766.26,821.71,849.43,889.76,930.09,849.43,773.82,771.30,809.11,753.65,758.69,793.98,816.67,
221.15,811.63,758.69,814.15,854.48,793.98,930.09,897.33,761.21,783.90,864.56,788.94,811.63,753.65,799.02,
221.53,811.63,824.23,806.58,867.08,874.64,970.42,841.87,814.15,811.63,819.19,839.35,748.61,814.15,642.75,
221.91,768.78,819.19,889.76,806.58,882.20,925.05,836.83,763.73,758.69,806.58,799.02,829.27,723.41,748.61,
222.29,806.58,776.34,889.76,882.20,819.19,927.57,821.71,834.31,826.75,854.48,839.35,882.20,829.27,756.17,
222.66,816.67,793.98,927.57,799.02,814.15,957.82,783.90,763.73,831.79,811.63,804.06,730.97,793.98,758.69,
223.04,839.35,862.04,781.38,849.43,796.50,977.98,874.64,771.30,786.42,756.17,743.57,804.06,862.04,776.34,
223.42,814.15,821.71,889.76,796.50,887.24,960.34,874.64,859.52,796.50,834.31,751.13,801.54,763.73,743.57,
223.80,829.27,801.54,809.11,836.83,864.56,970.42,851.96,751.13,851.96,836.83,751.13,801.54,741.05,791.46,
224.18,829.27,799.02,799.02,879.68,884.72,988.07,859.52,698.20,811.63,826.75,786.42,793.98,778.86,751.13,
224.56,834.31,831.79,834.31,778.86,796.50,952.78,801.54,806.58,778.86,884.72,725.93,877.16,793.98,720.88,
224.94,811.63,839.35,930.09,793.98,796.50,967.90,841.87,801.54,791.46,826.75,768.78,851.96,766.26,730.97,
225.32,811.63,814.15,894.80,889.76,859.52,970.42,783.90,766.26,781.38,814.15,738.53,788.94,761.21,698.20,
225.70,786.42,806.58,776.34,846.91,804.06,965.38,819.19,804.06,836.83,776.34,753.65,882.20,841.87,793.98,
226.08,811.63,829.27,829.27,783.90,889.76,985.55,826.75,811.63,768.78,841.87,748.61,773.82,783.90,801.54,
226.45,766.26,844.39,917.49,829.27,839.35,952.78,819.19,819.19,806.58,768.78,781.38,839.35,781.38,788.94,
226.83,791.46,851.96,793.98,882.20,882.20,925.05,882.20,768.78,851.96,809.11,811.63,718.36,736.01,715.84,
227.21,768.78,804.06,869.60,836.83,867.08,983.02,811.63,733.49,773.82,778.86,793.98,793.98,811.63,773.82,
227.59,791.46,814.15,796.50,804.06,894.80,975.46,821.71,756.17,821.71,728.45,786.42,799.02,781.38,756.17,
227.97,849.43,751.13,811.63,804.06,811.63,937.65,799.02,844.39,743.57,773.82,748.61,826.75,736.01,753.65,
228.35,819.19,869.60,826.75,809.11,816.67,940.18,793.98,758.69,761.21,791.46,718.36,733.49,836.83,746.09,
228.73,788.94,851.96,811.63,741.05,844.39,993.11,862.04,801.54,748.61,799.02,851.96,811.63,831.79,799.02,
229.11,811.63,806.58,854.48,857.00,811.63,990.59,826.75,811.63,811.63,743.57,778.86,799.02,771.30,793.98,
229.48,851.96,786.42,894.80,829.27,841.87,990.59,834.31,824.23,811.63,806.58,834.31,814.15,778.86,761.21,
229.86,793.98,824.23,834.31,783.90,892.28,945.22,826.75,799.02,857.00,783.90,730.97,816.67,725.93,796.50,
230.24,806.58,788.94,821.71,826.75,806.58,962.86,809.11,708.28,683.08,793.98,746.09,768.78,816.67,720.88,
230.62,806.58,819.19,867.08,849.43,894.80,957.82,834.31,733.49,771.30,720.88,778.86,791.46,766.26,811.63,
231.00,783.90,824.23,834.31,867.08,899.85,1015.79,821.71,849.43,796.50,793.98,688.12,834.31,809.11,736.01,
231.38,809.11,799.02,836.83,804.06,824.23,960.34,836.83,773.82,733.49,786.42,809.11,788.94,801.54,713.32,
231.75,839.35,781.38,867.08,841.87,897.33,960.34,864.56,839.35,811.63,854.48,811.63,778.86,763.73,698.20,
232.13,773.82,846.91,889.76,816.67,857.00,1000.67,806.58,756.17,819.19,771.30,756.17,761.21,763.73,816.67,
232.51,801.54,839.35,829.27,927.57,824.23,1015.79,836.83,801.54,819.19,753.65,793.98,728.45,698.20,710.80,
232.89,834.31,814.15,849.43,766.26,844.39,1000.67,786.42,801.54,793.98,811.63,751.13,799.02,781.38,733.49,
233.27,811.63,834.31,857.00,851.96,816.67,995.63,776.34,844.39,824.23,839.35,768.78,733.49,778.86,758.69,
233.65,814.15,872.12,879.68,851.96,831.79,965.38,859.52,809.11,753.65,836.83,799.02,748.61,753.65,831.79,
234.02,783.90,879.68,892.28,829.27,854.48,882.20,791.46,821.71,768.78,869.60,793.98,771.30,763.73,877.16,
234.40,791.46,801.54,804.06,804.06,804.06,945.22,849.43,801.54,809.11,816.67,821.71,839.35,771.30,753.65,
234.78,854.48,801.54,804.06,849.43,869.60,932.61,857.00,736.01,796.50,730.97,786.42,761.21,761.21,786.42,
235.16,857.00,811.63,882.20,806.58,862.04,967.90,793.98,831.79,804.06,804.06,783.90,781.38,826.75,778.86,
235.54,799.02,844.39,864.56,829.27,829.27,955.30,781.38,816.67,821.71,819.19,741.05,796.50,839.35,736.01,
235.91,763.73,788.94,874.64,889.76,839.35,955.30,796.50,746.09,771.30,824.23,748.61,862.04,814.15,776.34,
236.29,763.73,793.98,819.19,844.39,826.75,912.45,826.75,743.57,713.32,799.02,728.45,766.26,864.56,736.01,
236.67,874.64,834.31,874.64,786.42,877.16,1003.19,826.75,821.71,839.35,751.13,751.13,768.78,786.42,700.72,
237.05,826.75,814.15,859.52,854.48,786.42,962.86,841.87,801.54,801.54,811.63,763.73,763.73,733.49,756.17,
237.42,768.78,801.54,834.31,849.43,821.71,972.94,849.43,761.21,761.21,811.63,839.35,788.94,733.49,814.15,
237.80,851.96,809.11,841.87,867.08,882.20,1013.27,879.68,793.98,799.02,783.90,829.27,791.46,761.21,748.61,
238.18,781.38,819.19,844.39,864.56,972.94,935.13,864.56,831.79,821.71,814.15,809.11,884.72,751.13,753.65,
238.56,826.75,816.67,862.04,781.38,914.97,920.01,899.85,693.16,831.79,746.09,788.94,783.90,766.26,793.98,
238.94,839.35,786.42,854.48,857.00,864.56,985.55,824.23,761.21,894.80,783.90,720.88,786.42,816.67,781.38,
239.31,836.83,834.31,859.52,819.19,849.43,957.82,778.86,748.61,806.58,723.41,783.90,824.23,773.82,756.17,
239.69,799.02,778.86,836.83,851.96,877.16,980.50,884.72,786.42,776.34,806.58,841.87,806.58,698.20,728.45,
240.07,829.27,821.71,806.58,851.96,824.23,1046.04,920.01,801.54,801.54,763.73,824.23,746.09,788.94,791.46,
240.45,839.35,783.90,857.00,834.31,849.43,922.53,831.79,841.87,680.56,846.91,816.67,801.54,748.61,796.50,
240.82,811.63,796.50,826.75,826.75,814.15,1008.23,763.73,799.02,748.61,804.06,799.02,814.15,804.06,781.38,
241.20,859.52,851.96,809.11,849.43,844.39,1038.48,874.64,773.82,761.21,756.17,746.09,758.69,738.53,776.34,
241.58,796.50,791.46,894.80,917.49,821.71,940.18,763.73,688.12,796.50,766.26,741.05,778.86,751.13,768.78,
241.96,768.78,859.52,826.75,829.27,844.39,879.68,804.06,730.97,851.96,736.01,766.26,799.02,793.98,705.76,
242.33,844.39,763.73,804.06,874.64,849.43,1000.67,806.58,786.42,756.17,786.42,788.94,844.39,761.21,786.42,
242.71,854.48,758.69,879.68,854.48,867.08,967.90,730.97,728.45,761.21,806.58,778.86,809.11,723.41,736.01,
243.09,811.63,771.30,857.00,826.75,857.00,894.80,829.27,811.63,806.58,811.63,799.02,791.46,793.98,781.38,
243.46,834.31,761.21,806.58,884.72,831.79,990.59,844.39,806.58,778.86,844.39,791.46,829.27,801.54,738.53,
243.84,799.02,882.20,879.68,882.20,907.41,932.61,796.50,816.67,849.43,748.61,738.53,756.17,851.96,736.01,
244.22,799.02,844.39,819.19,884.72,889.76,1066.20,814.15,814.15,746.09,824.23,788.94,791.46,841.87,793.98,
244.60,786.42,834.31,741.05,811.63,849.43,985.55,839.35,874.64,799.02,841.87,768.78,831.79,804.06,773.82,
244.97,756.17,819.19,839.35,836.83,804.06,995.63,869.60,821.71,741.05,791.46,778.86,771.30,753.65,710.80,
245.35,804.06,841.87,859.52,849.43,867.08,955.30,851.96,715.84,804.06,728.45,829.27,768.78,781.38,771.30,
245.73,814.15,831.79,836.83,816.67,778.86,920.01,791.46,778.86,738.53,758.69,799.02,768.78,846.91,788.94,
246.10,819.19,804.06,874.64,864.56,824.23,942.70,887.24,788.94,836.83,783.90,834.31,788.94,776.34,728.45,
246.48,819.19,791.46,920.01,857.00,889.76,1028.40,799.02,819.19,788.94,781.38,781.38,811.63,776.34,771.30,
246.86,804.06,902.37,909.93,791.46,862.04,977.98,839.35,799.02,857.00,811.63,758.69,874.64,809.11,801.54,
247.24,761.21,814.15,874.64,846.91,844.39,970.42,811.63,796.50,811.63,824.23,816.67,839.35,793.98,806.58,
247.61,819.19,816.67,793.98,857.00,773.82,935.13,746.09,786.42,733.49,831.79,713.32,859.52,826.75,766.26,
247.99,851.96,796.50,839.35,857.00,882.20,945.22,829.27,763.73,758.69,801.54,773.82,824.23,725.93,786.42,
248.37,801.54,839.35,867.08,874.64,839.35,972.94,917.49,768.78,851.96,763.73,786.42,793.98,741.05,783.90,
248.74,786.42,816.67,793.98,801.54,819.19,950.26,761.21,788.94,804.06,763.73,756.17,811.63,773.82,819.19,
249.12,811.63,849.43,867.08,904.89,806.58,950.26,844.39,846.91,799.02,766.26,846.91,788.94,758.69,781.38,
249.50,826.75,824.23,809.11,849.43,932.61,977.98,771.30,801.54,804.06,831.79,766.26,882.20,864.56,788.94,
249.87,824.23,834.31,811.63,821.71,892.28,907.41,874.64,778.86,806.58,753.65,778.86,821.71,864.56,763.73,
250.25,788.94,756.17,864.56,851.96,763.73,947.74,849.43,824.23,768.78,836.83,771.30,773.82,781.38,857.00,
250.63,829.27,829.27,841.87,819.19,834.31,975.46,829.27,791.46,788.94,799.02,836.83,811.63,788.94,743.57,
251.00,801.54,786.42,819.19,814.15,882.20,927.57,821.71,741.05,791.46,768.78,778.86,776.34,836.83,786.42,
251.38,857.00,829.27,882.20,836.83,824.23,945.22,748.61,791.46,793.98,753.65,811.63,771.30,758.69,771.30,
251.75,824.23,814.15,836.83,851.96,877.16,930.09,864.56,786.42,816.67,773.82,844.39,816.67,771.30,811.63,
252.13,844.39,824.23,831.79,872.12,741.05,980.50,791.46,771.30,836.83,751.13,743.57,834.31,761.21,778.86,
252.51,864.56,854.48,791.46,799.02,922.53,967.90,816.67,841.87,768.78,811.63,746.09,796.50,811.63,783.90,
252.88,846.91,781.38,882.20,758.69,791.46,872.12,781.38,773.82,738.53,824.23,801.54,804.06,763.73,766.26,
253.26,882.20,904.89,869.60,844.39,839.35,920.01,804.06,766.26,788.94,809.11,819.19,786.42,824.23,799.02,
253.64,819.19,778.86,851.96,867.08,940.18,975.46,816.67,799.02,867.08,758.69,728.45,821.71,791.46,829.27,
254.01,841.87,889.76,872.12,851.96,947.74,965.38,781.38,786.42,793.98,826.75,799.02,786.42,854.48,753.65,
254.39,851.96,819.19,839.35,839.35,851.96,950.26,849.43,773.82,718.36,819.19,720.88,809.11,771.30,809.11,
254.76,841.87,809.11,874.64,834.31,851.96,960.34,809.11,806.58,761.21,788.94,793.98,793.98,768.78,723.41,
255.14,781.38,796.50,839.35,851.96,899.85,932.61,859.52,859.52,806.58,799.02,796.50,771.30,839.35,788.94,
255.52,867.08,804.06,768.78,864.56,826.75,962.86,814.15,806.58,834.31,768.78,799.02,778.86,788.94,710.80,
255.89,869.60,748.61,839.35,814.15,824.23,1043.52,816.67,804.06,799.02,783.90,801.54,788.94,773.82,786.42,
256.27,826.75,811.63,783.90,902.37,894.80,1048.56,819.19,758.69,816.67,862.04,756.17,877.16,730.97,809.11,
256.65,736.01,877.16,849.43,841.87,942.70,950.26,814.15,834.31,758.69,756.17,703.24,857.00,761.21,723.41,
257.02,725.93,894.80,922.53,851.96,879.68,1005.71,816.67,723.41,768.78,756.17,763.73,859.52,806.58,793.98,
257.40,841.87,793.98,846.91,867.08,836.83,947.74,829.27,841.87,844.39,834.31,849.43,824.23,771.30,814.15,
257.77,859.52,816.67,844.39,925.05,844.39,980.50,814.15,927.57,781.38,844.39,829.27,796.50,753.65,889.76,
258.15,841.87,831.79,824.23,859.52,925.05,993.11,786.42,776.34,864.56,733.49,781.38,811.63,796.50,831.79,
258.52,796.50,806.58,801.54,857.00,882.20,947.74,862.04,786.42,751.13,814.15,761.21,806.58,799.02,773.82,
258.90,851.96,854.48,902.37,922.53,887.24,972.94,864.56,864.56,826.75,819.19,786.42,763.73,879.68,814.15,
259.28,824.23,806.58,862.04,854.48,841.87,950.26,844.39,841.87,849.43,821.71,763.73,816.67,839.35,814.15,
259.65,889.76,829.27,862.04,793.98,884.72,927.57,811.63,773.82,776.34,761.21,746.09,786.42,771.30,778.86,
260.03,811.63,773.82,846.91,824.23,867.08,988.07,829.27,824.23,793.98,793.98,829.27,796.50,816.67,728.45,
260.40,879.68,879.68,849.43,809.11,889.76,940.18,839.35,844.39,821.71,786.42,851.96,811.63,700.72,746.09,
260.78,793.98,857.00,819.19,869.60,882.20,965.38,829.27,814.15,857.00,796.50,882.20,814.15,756.17,690.64,
261.15,788.94,811.63,867.08,869.60,844.39,993.11,799.02,773.82,743.57,741.05,766.26,781.38,736.01,713.32,
261.53,831.79,783.90,854.48,851.96,778.86,932.61,814.15,804.06,756.17,791.46,718.36,776.34,811.63,680.56,
261.90,831.79,892.28,872.12,821.71,799.02,993.11,872.12,854.48,766.26,902.37,854.48,854.48,788.94,851.96,
262.28,836.83,788.94,804.06,892.28,945.22,950.26,836.83,791.46,771.30,816.67,849.43,839.35,768.78,748.61,
262.66,793.98,826.75,904.89,892.28,836.83,975.46,839.35,771.30,791.46,756.17,834.31,826.75,819.19,768.78,
263.03,836.83,889.76,819.19,849.43,854.48,998.15,839.35,766.26,776.34,799.02,806.58,811.63,824.23,766.26,
263.41,791.46,831.79,940.18,874.64,854.48,945.22,844.39,751.13,788.94,791.46,839.35,736.01,703.24,829.27,
