wavelength ,blue_ex,blue_raw,green_ex,green_raw,lime_ex,lime_raw,red_ex,em_jrgeco_filter_under blue,em_jrgeco_filter_under green,em_jrgeco_filter_under lime,em_jrgeco_filter_under red,em_525_50_under_blue,dv2_shorter_wl_under_white_led,dv2_longer_wl_under_white_led,
550.98,786.42,1272.89,14705.05,17349.13,61161.80,45677.90,869.60,819.19,899.85,1270.37,736.01,857.00,55329.18,1963.53,
551.33,809.11,1235.08,14347.12,16832.41,61686.08,46176.97,788.94,786.42,899.85,1373.71,804.06,761.21,55283.81,1991.26,
551.67,796.50,1252.73,13447.28,16529.94,61297.91,45927.43,809.11,778.86,826.75,1300.62,816.67,816.67,54933.45,2132.41,
552.02,851.96,1240.12,12915.44,15821.66,61726.41,45415.76,824.23,809.11,864.56,1424.13,849.43,902.37,55303.98,2195.42,
552.36,824.23,1225.00,12456.69,15521.71,61867.56,45572.03,849.43,854.48,882.20,1421.61,844.39,826.75,55377.08,2283.64,
552.70,829.27,1282.97,11965.18,14979.79,61691.12,45695.54,849.43,857.00,819.19,1464.46,851.96,819.19,55160.31,2218.11,
553.05,811.63,1222.48,10951.91,15070.53,61925.53,45534.22,887.24,793.98,851.96,1527.47,783.90,841.87,54895.64,2487.81,
553.39,793.98,1161.99,9764.72,14304.27,61950.74,45766.12,776.34,736.01,902.37,1524.95,768.78,857.00,54426.82,2563.43,
553.74,849.43,1179.63,8766.57,14455.51,62101.97,45824.09,857.00,811.63,824.23,1484.62,814.15,783.90,55238.44,2608.80,
554.08,796.50,1159.47,7463.43,13858.13,62326.31,45509.02,839.35,786.42,864.56,1565.28,776.34,708.28,55266.17,2724.74,
554.43,857.00,1149.38,6243.47,13275.88,62059.12,44888.95,892.28,839.35,836.83,1628.29,834.31,768.78,55364.47,3075.10,
554.77,839.35,1139.30,5293.21,13101.96,61638.19,45428.36,809.11,761.21,816.67,1613.17,829.27,713.32,55840.86,3082.67,
555.12,874.64,1192.23,4403.45,12733.95,61499.56,45844.25,824.23,806.58,841.87,1673.66,791.46,809.11,56125.69,3238.94,
555.46,831.79,1126.70,3629.63,12484.42,61865.04,45388.03,912.45,776.34,836.83,1744.24,799.02,864.56,56723.06,3438.07,
555.81,776.34,1063.68,3107.87,11902.16,61406.30,44823.42,882.20,829.27,814.15,1799.69,811.63,806.58,56234.07,3541.41,
556.15,846.91,1068.72,2540.74,11917.29,61116.43,45014.98,872.12,778.86,791.46,1751.80,844.39,753.65,56148.37,3773.30,
556.49,793.98,1068.72,2311.37,11458.54,61287.83,45083.04,804.06,806.58,824.23,1754.32,768.78,761.21,56135.77,3969.91,
556.84,816.67,1078.81,2018.98,11067.85,60501.41,44611.69,811.63,778.86,806.58,1852.62,799.02,783.90,56271.88,4053.09,
557.18,756.17,1066.20,1688.79,11115.74,60403.11,44682.27,791.46,773.82,809.11,1918.16,773.82,821.71,56307.17,4327.83,
557.53,746.09,1091.41,1598.05,10939.30,59992.25,44755.36,806.58,720.88,743.57,1905.56,839.35,753.65,56211.39,4660.55,
557.87,811.63,1028.40,1454.37,10261.27,60229.19,44687.31,763.73,809.11,864.56,1897.99,788.94,781.38,55916.48,5013.43,
558.22,819.19,1083.85,1255.25,10094.91,59289.01,44120.18,859.52,801.54,791.46,1940.84,816.67,811.63,56178.62,5293.21,
558.56,902.37,1058.64,1151.90,10039.46,59515.86,44412.57,804.06,834.31,857.00,2064.35,793.98,829.27,56571.83,5499.90,
558.90,811.63,1020.83,1172.07,9762.19,59382.27,44493.22,821.71,806.58,872.12,2066.87,783.90,758.69,56453.36,6165.33,
559.25,819.19,1071.25,1098.97,9419.40,58663.91,44253.77,862.04,758.69,806.58,2220.63,768.78,786.42,56803.72,6515.69,
559.59,836.83,1025.87,1051.08,9187.50,58686.59,44697.39,869.60,809.11,753.65,2268.52,771.30,839.35,56236.59,7294.55,
559.93,849.43,1010.75,1028.40,8958.13,58081.65,44115.14,887.24,814.15,811.63,2253.40,814.15,753.65,56413.03,7539.05,
560.28,819.19,1041.00,945.22,8648.10,57098.63,44238.65,841.87,844.39,824.23,2427.32,814.15,733.49,55218.28,8295.22,
560.62,804.06,1046.04,1020.83,8564.92,56584.43,44178.15,831.79,897.33,796.50,2407.15,801.54,753.65,54757.01,9119.45,
560.97,867.08,950.26,902.37,8353.19,55518.23,43744.61,834.31,741.05,756.17,2550.82,788.94,758.69,54467.15,9762.19,
561.31,874.64,925.05,862.04,8060.80,54812.47,43822.75,869.60,788.94,809.11,2644.09,819.19,814.15,54915.81,10904.02,
561.65,909.93,920.01,922.53,7962.50,53963.03,44208.40,904.89,809.11,811.63,2734.83,799.02,773.82,54502.43,11768.57,
562.00,854.48,935.13,950.26,7634.83,51996.98,43537.93,897.33,776.34,791.46,2760.03,766.26,846.91,53713.49,12607.93,
562.34,889.76,1061.16,957.82,7516.36,51719.72,43414.42,831.79,831.79,819.19,2868.42,799.02,766.26,53947.91,13679.17,
562.68,819.19,1010.75,965.38,7395.37,51734.84,44208.40,819.19,791.46,854.48,2944.03,849.43,796.50,53819.36,15337.71,
563.03,854.48,962.86,909.93,7198.77,50615.71,43681.60,869.60,829.27,874.64,3191.05,811.63,690.64,53151.41,16371.15,
563.37,831.79,947.74,874.64,7062.66,49824.24,43406.86,877.16,778.86,824.23,3246.50,736.01,867.08,51593.69,17485.24,
563.72,819.19,955.30,859.52,6777.83,49219.31,43096.82,776.34,793.98,796.50,3309.52,791.46,826.75,51076.97,18921.97,
564.06,819.19,940.18,874.64,6760.19,47654.03,42975.84,806.58,761.21,758.69,3503.60,801.54,763.73,50605.62,20139.41,
564.40,814.15,892.28,925.05,6487.96,46456.75,43001.04,781.38,854.48,849.43,3675.00,811.63,877.16,49685.61,21190.49,
564.75,819.19,990.59,952.78,6437.55,46572.70,43003.56,869.60,849.43,907.41,3891.77,791.46,869.60,48818.53,22256.69,
565.09,925.05,917.49,831.79,6540.90,45277.12,42857.37,864.56,766.26,854.48,4012.76,814.15,829.27,48321.98,23879.95,
565.43,829.27,927.57,874.64,6064.51,43875.68,42759.07,867.08,753.65,816.67,4095.94,801.54,748.61,46318.12,25409.94,
565.77,804.06,892.28,879.68,5928.40,43265.70,42945.59,844.39,718.36,743.57,4461.42,793.98,846.91,45370.38,26907.16,
566.12,801.54,983.02,836.83,5792.29,42267.55,42191.94,841.87,824.23,766.26,4463.94,786.42,771.30,44437.77,27922.95,
566.46,872.12,932.61,862.04,5827.57,40966.94,42280.16,884.72,804.06,799.02,4794.14,773.82,791.46,44326.87,29457.98,
566.80,746.09,967.90,846.91,5618.37,38847.13,42108.76,834.31,799.02,867.08,4872.28,801.54,783.90,42638.08,30556.95,
567.15,766.26,950.26,831.79,5454.53,37339.83,42335.61,867.08,862.04,829.27,5015.95,836.83,839.35,41949.96,32079.38,
567.49,841.87,975.46,897.33,5290.69,35416.63,41922.24,821.71,834.31,788.94,5290.69,773.82,831.79,40886.28,32162.56,
567.83,778.86,902.37,859.52,5295.73,33246.41,41889.47,831.79,778.86,786.42,5464.61,786.42,786.42,39447.03,33135.50,
568.18,857.00,836.83,862.04,5257.92,32286.07,42101.20,854.48,836.83,864.56,5603.24,768.78,776.34,38597.59,34637.77,
568.52,819.19,955.30,899.85,4952.93,30246.92,41655.05,804.06,799.02,788.94,5777.16,887.24,846.91,37339.83,35003.25,
568.86,829.27,914.97,917.49,4975.62,29092.50,41455.93,836.83,829.27,799.02,6190.54,834.31,788.94,35925.78,36639.11,
569.20,801.54,892.28,844.39,4836.99,27451.60,41118.17,839.35,796.50,864.56,6372.02,799.02,836.83,35199.86,37468.38,
569.55,811.63,962.86,867.08,4766.41,26992.86,41287.05,839.35,849.43,846.91,6427.47,839.35,814.15,34448.72,38118.68,
569.89,826.75,897.33,879.68,4564.76,25503.20,41098.01,793.98,783.90,773.82,6697.17,788.94,786.42,33314.47,38479.13,
570.23,874.64,877.16,889.76,4554.68,24648.72,40911.48,844.39,783.90,768.78,6813.12,814.15,836.83,32749.86,40394.77,
570.58,864.56,851.96,864.56,4476.54,23713.59,40747.65,844.39,771.30,791.46,7062.66,743.57,751.13,31474.44,41312.26,
570.92,819.19,920.01,927.57,4322.79,22763.33,40465.34,879.68,801.54,809.11,7160.96,768.78,811.63,30317.50,42572.54,
571.26,846.91,867.08,912.45,4158.95,21747.54,40533.40,811.63,738.53,756.17,7423.10,869.60,778.86,29210.97,44684.79,
571.60,819.19,894.80,914.97,4108.54,20918.27,40790.50,824.23,799.02,824.23,7534.00,763.73,799.02,28550.57,45995.49,
571.95,829.27,887.24,869.60,4017.80,20267.96,40188.08,899.85,746.09,841.87,7536.52,753.65,771.30,27297.85,46988.60,
572.29,778.86,849.43,859.52,4088.38,19567.24,39913.34,806.58,733.49,844.39,7745.73,816.67,811.63,26115.70,48193.43,
572.63,776.34,834.31,879.68,3914.46,18894.24,39888.13,867.08,836.83,783.90,7894.45,773.82,821.71,24890.70,49221.83,
572.97,867.08,872.12,967.90,3856.48,17976.75,39555.41,839.35,834.31,768.78,8108.70,809.11,806.58,23390.95,51306.34,
573.32,841.87,889.76,942.70,3919.50,17074.39,39489.88,834.31,781.38,816.67,8408.64,801.54,836.83,22080.25,53151.41,
573.66,882.20,892.28,902.37,3685.08,16277.89,39615.91,831.79,867.08,816.67,8484.26,781.38,791.46,20701.50,53837.00,
574.00,839.35,947.74,957.82,3629.63,15332.67,39341.16,821.71,834.31,778.86,8827.06,766.26,836.83,18816.11,54673.83,
574.34,872.12,920.01,894.80,3458.23,14309.32,38716.06,824.23,831.79,781.38,9326.13,756.17,816.67,17223.10,55087.21,
574.68,867.08,914.97,937.65,3493.52,13444.76,39003.41,834.31,788.94,736.01,9920.99,768.78,796.50,15960.29,56481.09,
575.03,879.68,894.80,854.48,3405.30,12607.93,39273.11,899.85,733.49,834.31,10573.82,844.39,839.35,13974.08,57222.14,
575.37,799.02,935.13,882.20,3281.79,11274.54,38743.79,849.43,751.13,766.26,11367.80,788.94,854.48,12723.87,58127.02,
575.71,829.27,957.82,889.76,3294.39,10599.03,38169.10,859.52,763.73,829.27,12620.53,801.54,766.26,11289.66,58283.30,
576.05,872.12,864.56,904.89,3304.48,9530.30,38340.50,829.27,753.65,761.21,14440.39,821.71,751.13,10162.97,59009.23,
576.39,819.19,867.08,899.85,3196.09,8554.84,37866.63,889.76,743.57,889.76,17205.46,809.11,819.19,8995.94,59452.85,
576.74,857.00,914.97,879.68,3105.35,7571.81,37861.59,879.68,806.58,816.67,21424.90,718.36,783.90,7975.11,59853.62,
577.08,841.87,937.65,925.05,2999.49,6719.86,37561.64,821.71,821.71,763.73,29616.78,826.75,809.11,7254.22,59919.15,
577.42,854.48,912.45,975.46,2979.32,5787.24,37488.54,804.06,786.42,791.46,44221.00,768.78,801.54,6477.88,60138.44,
577.76,806.58,846.91,962.86,3032.25,5109.21,37566.68,816.67,698.20,751.13,61408.82,877.16,758.69,5820.01,60488.80,
578.10,889.76,831.79,907.41,2795.32,4242.13,37188.59,841.87,766.26,831.79,65535.00,804.06,758.69,5598.20,60829.08,
578.45,834.31,882.20,922.53,2865.90,3632.15,37175.99,904.89,834.31,796.50,65535.00,857.00,768.78,5124.33,60652.64,
578.79,887.24,904.89,957.82,2744.91,3178.45,36543.32,879.68,738.53,814.15,65535.00,793.98,819.19,4884.88,60992.92,
579.13,862.04,889.76,879.68,2712.14,2760.03,36465.19,879.68,801.54,846.91,65535.00,799.02,791.46,4688.27,60874.45,
579.47,836.83,788.94,899.85,2628.96,2444.96,36762.61,786.42,811.63,841.87,60501.41,796.50,766.26,4395.89,61129.03,
579.81,788.94,816.67,869.60,2533.18,2107.20,36490.39,758.69,723.41,844.39,47417.09,768.78,781.38,4216.93,61486.95,
580.15,882.20,811.63,872.12,2586.11,1928.24,36127.43,851.96,809.11,869.60,35194.82,811.63,862.04,4098.46,60962.67,
580.50,879.68,844.39,935.13,2535.70,1766.92,35973.67,844.39,763.73,826.75,28180.05,793.98,811.63,4037.96,60907.22,
580.84,859.52,899.85,897.33,2616.36,1585.44,35335.97,844.39,811.63,758.69,23111.17,839.35,814.15,4148.87,61267.66,
581.18,922.53,879.68,962.86,2550.82,1484.62,35000.73,839.35,799.02,758.69,18609.42,819.19,804.06,4022.84,61144.16,
581.52,811.63,872.12,995.63,2462.60,1368.67,35046.10,849.43,839.35,811.63,15201.60,811.63,776.34,3934.62,61134.07,
581.86,768.78,882.20,831.79,2434.88,1343.47,34703.30,912.45,771.30,791.46,12466.77,730.97,839.35,3909.41,61277.75,
582.20,834.31,914.97,955.30,2439.92,1265.33,34700.78,816.67,781.38,814.15,9679.02,814.15,738.53,3710.29,61713.81,
582.54,829.27,912.45,922.53,2306.33,1240.12,34405.88,857.00,801.54,781.38,7614.66,753.65,844.39,3783.39,61595.34,
582.88,753.65,857.00,897.33,2381.95,1272.89,34622.64,773.82,783.90,796.50,5681.38,758.69,730.97,3833.80,61302.95,
583.23,839.35,854.48,909.93,2245.83,1194.75,34458.81,841.87,773.82,738.53,3823.72,829.27,809.11,3596.86,62119.62,
583.57,811.63,917.49,950.26,2200.46,1214.92,33319.51,786.42,809.11,849.43,2654.17,801.54,824.23,3485.96,61789.42,
583.91,811.63,824.23,899.85,2172.74,1255.25,34093.32,909.93,829.27,781.38,1817.34,761.21,834.31,3427.98,62046.52,
584.25,831.79,884.72,967.90,2205.50,1119.14,33495.95,849.43,809.11,796.50,1449.33,826.75,728.45,3266.67,62187.67,
584.59,786.42,846.91,917.49,2124.85,1204.84,33175.83,801.54,781.38,783.90,1257.77,819.19,783.90,3163.32,62298.58,
584.93,806.58,892.28,937.65,2177.78,1129.22,33387.56,857.00,791.46,796.50,1121.66,811.63,839.35,3120.47,62631.30,
585.27,793.98,854.48,909.93,2089.56,1131.74,33054.85,824.23,862.04,766.26,1038.48,819.19,821.71,3122.99,62734.64,
585.61,854.48,899.85,942.70,1925.72,1177.11,32802.79,914.97,836.83,693.16,1063.68,882.20,889.76,2994.45,62717.00,
585.95,841.87,862.04,909.93,1920.68,1192.23,32270.95,864.56,819.19,783.90,942.70,791.46,814.15,2744.91,62303.62,
586.29,912.45,864.56,904.89,1890.43,1174.59,32472.59,814.15,791.46,806.58,907.41,783.90,773.82,2717.18,62301.10,
586.63,809.11,955.30,922.53,1809.77,1121.66,32192.81,907.41,778.86,809.11,862.04,814.15,859.52,2739.87,62684.23,
586.98,844.39,920.01,877.16,1855.14,1109.05,32316.32,846.91,788.94,793.98,922.53,758.69,809.11,2548.30,62401.92,
587.32,851.96,887.24,862.04,1855.14,1041.00,32218.01,917.49,718.36,768.78,904.89,806.58,806.58,2427.32,62422.09,
587.66,849.43,841.87,879.68,1829.94,1056.12,31807.16,917.49,801.54,781.38,988.07,831.79,761.21,2439.92,62596.01,
588.00,799.02,824.23,907.41,1812.29,1093.93,31532.42,894.80,859.52,761.21,904.89,854.48,809.11,2386.99,62858.15,
588.34,814.15,839.35,877.16,1751.80,1005.71,30932.52,957.82,826.75,821.71,884.72,809.11,824.23,2381.95,62782.53,
588.68,841.87,945.22,927.57,1782.05,1167.03,31040.90,857.00,826.75,834.31,899.85,889.76,841.87,2397.07,63271.52,
589.02,811.63,882.20,907.41,1721.55,1164.51,30725.83,867.08,718.36,816.67,857.00,844.39,836.83,2260.96,62497.70,
589.36,819.19,846.91,925.05,1731.64,1023.35,30718.27,872.12,788.94,846.91,821.71,783.90,811.63,2356.74,62608.61,
589.70,914.97,862.04,945.22,1693.83,1028.40,30423.36,872.12,829.27,806.58,841.87,791.46,819.19,2429.84,62911.08,
590.04,874.64,909.93,874.64,1656.02,1131.74,30221.72,862.04,778.86,771.30,869.60,839.35,766.26,2296.25,62412.01,
590.38,788.94,872.12,899.85,1671.14,1003.19,29745.33,859.52,806.58,778.86,872.12,811.63,786.42,2412.19,61917.97,
590.72,836.83,889.76,912.45,1678.70,1038.48,29790.70,937.65,879.68,814.15,839.35,849.43,831.79,2429.84,61880.16,
591.06,809.11,962.86,940.18,1653.50,1038.48,29460.50,894.80,811.63,811.63,874.64,869.60,867.08,2558.39,61436.54,
591.40,927.57,867.08,922.53,1726.60,957.82,29364.72,897.33,793.98,788.94,889.76,867.08,763.73,2654.17,61847.40,
591.74,831.79,824.23,831.79,1595.53,1051.08,28772.39,957.82,788.94,766.26,821.71,804.06,766.26,2591.15,61958.30,
592.08,831.79,907.41,879.68,1459.41,1109.05,29021.92,920.01,841.87,816.67,914.97,814.15,849.43,2712.14,62011.23,
592.42,781.38,834.31,862.04,1446.81,990.59,28477.48,887.24,801.54,778.86,935.13,887.24,836.83,2760.03,61781.86,
592.76,836.83,851.96,793.98,1472.02,960.34,28737.10,854.48,743.57,753.65,821.71,834.31,778.86,2790.28,62369.16,
593.10,804.06,786.42,902.37,1446.81,985.55,28288.43,917.49,824.23,819.19,874.64,804.06,768.78,2818.00,62459.90,
593.44,809.11,849.43,841.87,1477.06,940.18,28608.55,1018.31,796.50,778.86,811.63,773.82,809.11,2903.70,61983.51,
593.78,836.83,862.04,831.79,1429.17,955.30,27910.35,972.94,736.01,819.19,811.63,809.11,791.46,2946.55,61481.91,
594.12,882.20,834.31,899.85,1459.41,965.38,27665.85,983.02,758.69,791.46,872.12,864.56,862.04,3029.73,61723.89,
594.46,841.87,851.96,884.72,1414.04,930.09,28114.52,990.59,819.19,872.12,899.85,846.91,841.87,3065.02,61920.49,
594.80,831.79,872.12,869.60,1378.76,947.74,27295.33,967.90,819.19,778.86,824.23,864.56,778.86,2944.03,61580.21,
595.14,884.72,829.27,859.52,1368.67,899.85,27121.41,1020.83,781.38,819.19,824.23,814.15,814.15,3105.35,62404.44,
595.48,867.08,836.83,791.46,1398.92,869.60,26846.66,1051.08,781.38,793.98,824.23,841.87,771.30,3117.95,62429.65,
595.82,882.20,894.80,882.20,1318.26,935.13,27002.94,1015.79,763.73,763.73,887.24,854.48,791.46,3075.10,62608.61,
596.16,819.19,862.04,912.45,1270.37,889.76,26660.14,983.02,778.86,746.09,839.35,857.00,836.83,3072.58,62172.55,
596.50,829.27,831.79,844.39,1275.41,899.85,26524.03,1030.92,804.06,773.82,806.58,922.53,778.86,3080.14,61930.58,
596.84,841.87,849.43,851.96,1308.18,942.70,26450.93,1076.29,819.19,801.54,841.87,945.22,829.27,3004.53,62074.25,
597.18,859.52,763.73,904.89,1267.85,935.13,26186.27,1134.26,821.71,799.02,786.42,814.15,831.79,3075.10,62563.24,
597.52,844.39,935.13,887.24,1381.28,930.09,25903.97,1204.84,839.35,771.30,872.12,899.85,761.21,2926.39,62469.98,
597.86,829.27,914.97,922.53,1247.69,904.89,25916.57,1318.26,806.58,849.43,877.16,889.76,831.79,2981.84,62157.43,
598.20,864.56,834.31,897.33,1192.23,945.22,25563.69,1325.82,826.75,730.97,804.06,909.93,814.15,2868.42,61396.21,
598.54,872.12,766.26,816.67,1197.27,857.00,25258.70,1328.34,796.50,831.79,804.06,879.68,816.67,2863.38,61902.85,
598.87,781.38,849.43,889.76,1247.69,867.08,25299.03,1469.50,723.41,811.63,804.06,846.91,836.83,2858.33,61151.72,
599.21,799.02,877.16,869.60,1295.58,814.15,25379.69,1421.61,801.54,816.67,867.08,799.02,849.43,2956.64,61645.75,
599.55,894.80,899.85,970.42,1250.21,902.37,24510.09,1560.24,773.82,839.35,841.87,882.20,824.23,2825.57,61015.61,
599.89,741.05,844.39,841.87,1179.63,836.83,25026.81,1724.07,695.68,793.98,819.19,846.91,799.02,2812.96,61716.33,
600.23,836.83,869.60,859.52,1139.30,912.45,24479.84,1792.13,761.21,857.00,836.83,884.72,846.91,2843.21,61499.56,
600.57,839.35,804.06,902.37,1154.42,889.76,24129.48,1910.60,753.65,819.19,761.21,839.35,771.30,2838.17,61381.09,
600.91,806.58,849.43,857.00,1169.55,927.57,24200.06,2122.33,763.73,788.94,811.63,914.97,857.00,2717.18,61497.04,
601.25,826.75,824.23,912.45,1149.38,859.52,24220.22,2177.78,786.42,806.58,821.71,882.20,796.50,2810.44,61723.89,
601.59,788.94,819.19,846.91,1151.90,882.20,23648.05,2497.89,751.13,758.69,821.71,909.93,746.09,2727.26,61403.77,
601.93,846.91,846.91,899.85,1154.42,892.28,24023.62,2606.28,816.67,814.15,788.94,998.15,801.54,2691.98,60892.10,
602.27,909.93,887.24,836.83,1161.99,877.16,23315.34,2946.55,736.01,796.50,776.34,993.11,867.08,2790.28,60786.23,
602.60,821.71,869.60,831.79,1141.82,899.85,23368.27,3140.64,776.34,736.01,819.19,965.38,771.30,2787.76,60685.41,
602.94,839.35,786.42,907.41,1101.49,829.27,23048.16,3294.39,773.82,824.23,831.79,1048.56,763.73,2797.84,60980.32,
603.28,841.87,887.24,849.43,1177.11,877.16,22957.41,3526.29,778.86,756.17,796.50,1010.75,773.82,2928.91,61126.51,
603.62,836.83,831.79,862.04,1104.01,806.58,22831.39,3848.92,778.86,836.83,824.23,1182.15,753.65,2780.20,60892.10,
603.96,829.27,867.08,897.33,1199.79,829.27,22843.99,4103.50,836.83,783.90,829.27,1265.33,854.48,2732.31,60914.78,
604.30,834.31,806.58,940.18,1063.68,884.72,22591.93,4504.27,799.02,753.65,768.78,1487.14,811.63,2717.18,60471.16,
604.64,859.52,867.08,869.60,1091.41,811.63,22609.58,4993.26,756.17,771.30,826.75,1676.18,811.63,2853.29,60662.72,
604.97,892.28,829.27,859.52,1124.18,869.60,22410.45,5353.71,814.15,791.46,793.98,1865.23,778.86,2848.25,60236.75,
605.31,874.64,857.00,879.68,1144.34,894.80,22239.05,5628.45,768.78,788.94,746.09,2235.75,804.06,3004.53,60478.72,
605.65,849.43,859.52,862.04,1169.55,809.11,22029.84,6198.10,773.82,773.82,821.71,2356.74,738.53,2807.92,60284.64,
605.99,814.15,816.67,892.28,1088.89,839.35,21578.66,6558.54,733.49,793.98,864.56,2628.96,723.41,2792.80,59636.85,
606.33,824.23,826.75,874.64,1182.15,862.04,21689.56,7039.97,799.02,773.82,786.42,2845.73,826.75,2845.73,60100.64,
606.67,748.61,920.01,937.65,1225.00,821.71,21548.41,7281.95,841.87,768.78,816.67,3097.79,841.87,2911.27,59162.98,
607.01,801.54,899.85,1013.27,1217.44,920.01,21233.34,7705.40,761.21,816.67,857.00,3473.36,824.23,2906.23,59594.00,
607.34,793.98,849.43,1083.85,1235.08,844.39,21311.48,8111.22,788.94,829.27,801.54,3586.78,781.38,2886.06,59752.80,
607.68,783.90,851.96,1063.68,1333.39,867.08,21049.34,8403.60,768.78,851.96,806.58,3939.66,819.19,2996.97,59815.81,
608.02,793.98,914.97,1197.27,1431.69,811.63,20759.47,8882.51,839.35,771.30,791.46,4305.15,753.65,2936.47,59392.35,
608.36,824.23,952.78,1343.47,1477.06,897.33,20530.10,9338.74,799.02,829.27,776.34,4532.00,864.56,2989.40,59548.63,
608.70,771.30,902.37,1361.11,1577.88,874.64,20396.51,9663.89,736.01,814.15,710.80,4799.18,788.94,2956.64,59379.75,
609.03,874.64,990.59,1373.71,1620.73,889.76,20446.92,9684.06,816.67,781.38,720.88,4968.06,851.96,2886.06,58747.09,
609.37,879.68,920.01,1353.55,1603.09,806.58,20404.07,10467.96,801.54,768.78,788.94,5230.20,799.02,2999.49,58878.16,
609.71,844.39,947.74,1225.00,1464.46,862.04,20391.47,10828.40,839.35,809.11,793.98,5250.36,834.31,2777.68,58822.70,
610.05,859.52,882.20,1184.67,1431.69,897.33,19869.71,11236.73,791.46,788.94,758.69,5782.20,793.98,2868.42,59175.58,
610.39,766.26,892.28,1172.07,1409.00,857.00,19564.72,11365.28,756.17,809.11,811.63,5883.03,796.50,2848.25,58830.27,
610.72,776.34,897.33,1058.64,1411.52,889.76,19652.94,12396.20,778.86,829.27,715.84,6182.98,867.08,2823.05,59321.78,
611.06,773.82,897.33,1116.62,1353.55,882.20,19242.08,12605.41,793.98,781.38,723.41,6573.66,799.02,2850.77,59180.63,
611.40,872.12,872.12,1136.78,1277.93,844.39,19393.32,13210.34,831.79,799.02,930.09,6835.80,844.39,2807.92,58666.43,
611.74,877.16,867.08,1020.83,1333.39,882.20,18929.53,13890.90,741.05,841.87,819.19,7108.03,826.75,2699.54,58616.02,
612.08,829.27,867.08,1083.85,1298.10,831.79,19514.31,14579.02,799.02,801.54,730.97,7352.52,766.26,2646.61,58358.92,
612.41,763.73,914.97,1056.12,1267.85,909.93,18984.99,14667.24,809.11,814.15,781.38,7695.32,738.53,2583.59,58011.08,
612.75,748.61,894.80,990.59,1184.67,935.13,18745.53,15567.08,824.23,778.86,834.31,7992.75,874.64,2485.29,58053.93,
613.09,819.19,872.12,960.34,1151.90,809.11,18740.49,15942.65,768.78,796.50,851.96,8506.95,841.87,2487.81,57698.53,
613.43,872.12,831.79,972.94,1161.99,902.37,18795.94,16933.24,846.91,811.63,763.73,8678.35,836.83,2439.92,57869.93,
613.76,776.34,814.15,970.42,1131.74,882.20,18377.53,17505.41,816.67,748.61,834.31,9094.24,844.39,2409.67,58016.12,
614.10,776.34,894.80,983.02,1058.64,773.82,18276.70,18276.70,819.19,821.71,788.94,9532.82,786.42,2301.29,58162.31,
614.44,788.94,829.27,914.97,1154.42,851.96,18448.10,18974.90,768.78,804.06,801.54,9941.16,829.27,2245.83,57975.79,
614.78,816.67,862.04,849.43,1068.72,902.37,18158.24,19536.99,849.43,793.98,804.06,10294.04,811.63,2094.60,57701.05,
615.11,932.61,831.79,826.75,1056.12,841.87,17933.90,20603.20,836.83,778.86,776.34,10863.69,781.38,2175.26,57930.42,
615.45,859.52,819.19,897.33,1041.00,814.15,17777.63,21135.04,758.69,806.58,783.90,11168.68,746.09,2094.60,57179.29,
615.79,889.76,821.71,950.26,1035.96,836.83,17916.26,22390.28,748.61,819.19,867.08,11561.89,872.12,1996.30,57441.43,
616.12,872.12,849.43,859.52,1035.96,849.43,17361.73,23264.92,761.21,849.43,753.65,11942.49,836.83,1920.68,57093.59,
616.46,801.54,836.83,894.80,1023.35,904.89,17202.94,24043.78,728.45,788.94,710.80,12376.03,730.97,1784.57,57328.00,
616.80,834.31,809.11,937.65,904.89,839.35,17155.05,25357.00,783.90,814.15,796.50,13033.90,862.04,1686.27,57436.39,
617.14,799.02,751.13,912.45,1035.96,857.00,16920.63,26198.88,766.26,799.02,786.42,13394.35,814.15,1691.31,56866.74,
617.47,766.26,872.12,879.68,1023.35,844.39,16958.44,27123.93,781.38,776.34,814.15,14110.19,741.05,1623.25,56435.72,
617.81,776.34,809.11,914.97,1043.52,914.97,17036.58,28439.67,826.75,806.58,768.78,14619.35,763.73,1504.78,56793.64,
618.15,816.67,836.83,874.64,1081.33,851.96,16688.74,29584.01,867.08,763.73,781.38,15483.90,821.71,1532.51,56211.39,
618.48,829.27,819.19,1008.23,977.98,854.48,16754.27,30143.58,859.52,786.42,806.58,15725.88,781.38,1567.80,56707.94,
618.82,763.73,877.16,945.22,977.98,897.33,16721.51,31666.01,799.02,781.38,819.19,16368.63,819.19,1419.08,56115.60,
619.16,887.24,768.78,983.02,980.50,862.04,16295.53,32457.47,791.46,811.63,804.06,17160.09,816.67,1416.56,55931.60,
619.49,801.54,836.83,836.83,995.63,839.35,16227.47,33727.84,746.09,839.35,730.97,17921.30,826.75,1456.89,55742.56,
619.83,844.39,836.83,846.91,952.78,814.15,16083.80,35131.80,806.58,753.65,819.19,18871.56,821.71,1313.22,55714.83,
620.17,781.38,809.11,879.68,1030.92,864.56,15962.81,36376.97,756.17,831.79,758.69,19542.03,874.64,1386.32,55775.33,
620.50,834.31,819.19,889.76,985.55,834.31,15945.17,37967.45,829.27,829.27,849.43,20207.47,796.50,1356.07,55987.05,
620.84,841.87,799.02,889.76,940.18,814.15,15647.74,39247.90,844.39,831.79,841.87,20991.36,809.11,1409.00,55326.66,
